Elexon ID,Name,Minor FLOP,Major FLOP,P(Gross),Q Gross,Q net,Embedded Storage,Embedded Solar,Embedded Wind,Embedded Hydro,Embedded Other,Dx Storage Demand,Micro storage Demand,DSR
NEEP_3,Neepsend,P3,P,35.608,3.516,-0.454623561,0.045,5.581,0.022,0,5.16,0,0.034,N/A for summer
NEWX_6,New Cross,A4,A,205.479,72.802,-6.813519562,1.059,7.356,0.014,0.174,39.501,0.351,0.045,N/A for summer
NEAR,Newarthill,S6,S,50.893,0.234,-2.77674594,0.012,1.438,3.629,0,14.645,0,0.009,N/A for summer
NETS,Newton Stewart,S6,S,12.037,12.549,11.521847,0,0,0,0,0,0,0,N/A for summer
NINF_1,Ninfield,B1,B,214.071,35.687,-17.57611668,50.481,140.393,72.481,0,29.12,17.551,0.366,N/A for summer
NHYD_6,North Hyde,A6,A,83.182,36.597,4.053559134,0.263,7.839,0.023,0,0,0.07,0.048,N/A for summer
NFLE,Northfleet East,C2,C,207.363,31.366,-36.36655063,30.578,93.373,0.025,0,28.266,10.622,0.242,N/A for summer
NORT_1,Norton,Q4,Q,263.683,3.476,-52.83817485,20.053,103.482,32.353,1.313,107.598,7.349,0.39,N/A for summer
NORL_3,Norton Lees,P3,P,22.857,-2.144,-4.898824571,0.016,2.001,0,0.139,0,0,0.012,N/A for summer
NORM_1,Norwich Main,J3,J,291.171,-57.427,-77.0648175,15.788,341.849,91.19,0.024,54.236,5.244,0.644,N/A for summer
NURS_1,Nursling,B2,B,250.77,17.466,-20.56353647,10.244,118.194,0.055,6.02,22.062,3.51,0.185,N/A for summer
OCKH_1,Ocker Hill,L2,L,47.435,12.568,-3.163458635,41.494,6.647,0.004,0,59.4,14.547,0.041,N/A for summer
OFFE_3,Offerton,Q4,Q,25.937,2.174,-1.954346124,0.031,3.834,0.006,0,3.1,0,0.024,N/A for summer
OLDB_1,Oldbury,L2,L,46.983,5.219,-17.56383597,0.075,9.334,0,0,37.325,0,0.057,N/A for summer
ORMO,Ormonde,R5,R,35.737,0,0,0,0,0,0,0,0,0,N/A for summer
ORRI_P,Orrin,T1,T,0,0.443,0.443,0,0,1,0,0,0,0,N/A for summer
OSBA_1,Osbaldwick,P6,P,142.219,-37.791,-39.95347627,3.177,45.538,4.1,5.933,26.211,1,0.249,N/A for summer
PADIB1,Padiham,N5,N,136.588,-18.746,-18.746,0.167,20.697,29.688,0.258,14.455,0,0.127,N/A for summer
PAIS,Paisley,S6,S,25.962,-6.802,-10.39522916,0.003,0.379,0,0,4.252,0,0.002,N/A for summer
PART,Partick,S5,S,27.847,-3.093,-4.825631488,0.002,0.244,0,0,0,0,0.001,N/A for summer
PELH_1,Pelham,D5,D,116.012,-13.334,-24.42293105,105.26,194.238,0.58,0,33.737,36.858,0.198,N/A for summer
PEMB_1,Pembroke,H6,H,151.334,43.399,0.102830376,0.176,210.121,18.345,0.548,1.869,0,0.134,N/A for summer
PENN_1,Penn,L1,L,112.539,39.942,-13.76552718,0.037,4.574,0.011,0,60.249,0,0.028,N/A for summer
PENT_1,Pentir,M6,M,103.492,5.714,5.714,0.136,41.855,62.399,5.85,3.574,0,0.104,N/A for summer
PENE_1,Penwortham East,R4,R,149.936,-18.714,-20.66017178,2.504,27.728,32.594,0.232,139.646,0.8,0.17,N/A for summer
PENW_1,Penwortham West,R4,R,113.651,-23.267,-23.35711051,45.498,53.003,9.075,0.465,140.682,15.902,0.15,N/A for summer
PERI_H,Perivale,A7,A,17.746,1.263,-3.854971976,0,0,0,0,0,0,0,N/A for summer
PERS_P,Persley,T2,T,18.511,-1.929,-4.904435527,0.019,2.345,1.48,0,3.473,0,0.014,N/A for summer
PEHG_P,Peterhead Grange,T2,T,19.491,-9.359,-10.7945989,0,0,0,0,0,0,0,N/A for summer
PEHS_P,Peterhead Shell,T2,T,4.746,1.228,1.100454735,1.072,8.953,15.269,0,1.036,0.351,0.055,N/A for summer
PITS_3,Pitsmoor,P3,P,26.185,6.048,2.452236267,0.031,3.877,0,0,0,0,0.024,N/A for summer
POPP_3,Poppleton,P2,P,30.437,-1.788,-1.788,0.058,7.189,3.336,0,1.909,0,0.044,N/A for summer
PORA_P,Port Ann,T3,T,2.685,28.416,27.66886806,0.014,1.792,16.082,14.634,10.831,0,0.011,N/A for summer
PORD,Port Dundas,S5,S,24.94,2.543,-0.635757701,0.013,1.584,0,0,4,0,0.01,N/A for summer
POOB,Portobello,S6,S,53.348,12.858,7.925112042,0.027,3.298,6.034,0,24.32,0,0.02,N/A for summer
PYLE_1,Pyle,H1,H,117.931,27.877,25.97418622,0.086,44.538,51.776,0.033,71.409,0,0.065,N/A for summer
QUOI_P,Quoich,T1,T,0.074,-0.004,-0.004,0,0,0,0,0,0,0,N/A for summer
RAIN_1,Rainhill,N1,N,205.888,-23.638,-72.95502471,0.152,22.423,1.63,0,103.431,0,0.115,N/A for summer
RANN_P,Rannoch,T4,T,0.277,8.335,7.359166456,0.001,0.156,0,19.177,0,0,0.001,N/A for summer
RASS_1,Rassau,H6,H,103.808,26.865,-4.635351838,0.263,92.996,24.89,7.33,122.121,0,0.2,N/A for summer
RATS_1,Ratcliffe,L7,L,235.107,-43.542,-72.10562875,3.798,97.715,12.166,0,118.242,1.208,0.272,N/A for summer
RAVE,Ravenscraig,S6,S,24.59,-5.712,-6.403745637,0,0,0,0,17,0,0,N/A for summer
RAYL_1,Rayleigh,C5,C,216.696,19.962,-68.8538373,10.398,111.953,64.788,0.046,57.226,3.51,0.303,N/A for summer
REBR_3,Redbridge,A1,A,61.294,25.898,-0.270869032,0.036,4.423,0,0,1.023,0,0.027,N/A for summer
REDH,Redhouse,S5,S,25.719,3.452,0.680288296,16.011,11.278,24.006,0,5.5,5.616,0.008,N/A for summer
REDM_P,Redmoss,T2,T,61.536,13.811,11.17535933,0.015,1.9,14.92,0,2.52,0,0.012,N/A for summer
RICH_J,Richborough,C7,C,48.249,3.261,-3.160629894,0.162,79.902,0.017,0,1.108,0,0.123,N/A for summer
RRIG,Robin Rigg,Q8,Q,84.454,0.326,0.03979038,0,0,0,0,0,0,0,N/A for summer
ROCH_1,Rochdale,N4,N,112.276,-2.736,-17.49257711,5.168,22.971,121,0.101,32.21,2.5,0.128,N/A for summer
RUGEB1,Rugeley,L5,L,97.028,-0.629,-29.77736656,0.106,13.108,2.495,0.003,5.004,0,0.08,N/A for summer
RYEH_1,Rye House,A9,A,188.023,102.161,8.486461608,0.171,26.249,0,0.017,48.307,0,0.13,N/A for summer
SALT_1,Saltend North,P8,P,62.623,13.049,1.473578011,0.072,15.017,40.021,0,36.071,0,0.055,N/A for summer
SALH_1,Saltholme,Q2,Q,86.309,23.507,0.72473052,0,0,0,0,324.17,0,0,N/A for summer
SEAB1,Seabank,G7,G,178.713,-7.232,-10.23017793,38.323,107.24,26.578,0.067,123.696,13.339,0.246,N/A for summer
SELL_1,Sellindge,C4,C,90.189,11.666,-72.91268239,0.255,92.335,0.091,0,11.746,0,0.194,N/A for summer
SHEC_3,Sheffield City,P3,P,41.43,6.622,1.764999689,0.005,0.607,0,0,3.95,0,0.004,N/A for summer
SALL1,Sheringham Shoal,J3,J,93.837,51.859,6.272019949,0,0,0,0,0,0,0,N/A for summer
SHIN_P,Shin,T5,T,6.663,-2.233,-2.710037911,0.002,0.268,0.024,1.95,0,0,0.002,N/A for summer
SHRW_1,Shrewsbury,L5,L,132.663,-3.88,-7.606933385,0.311,100.709,3.932,0,25.029,0,0.237,N/A for summer
SHRU,Shrubhill,S6,S,46.088,-3.517,-7.65066803,0.004,0.468,0.005,0,0,0,0.003,N/A for summer
SIGH,Sighthill,S6,S,74.382,-5.355,-11.70822724,0.028,3.482,0.003,0.285,4,0,0.021,N/A for summer
SKLGB1,Skelton Grange,P1,P,275.97,85.159,-65.12121129,0.366,55.524,1.912,0,98.73,0,0.278,N/A for summer
SLOY_P,Sloy,T3,T,16.437,-4.991,-5.105659305,0,0,0,0,0,0,0,N/A for summer
SMAN_1,South Manchester,N2,N,175.127,124.48,-62.24192764,0.331,18.73,0,0.065,48.007,0.063,0.115,N/A for summer
SSHI_3,South Shields,Q4,Q,23.139,1.868,-1.110490303,35.075,9.255,0.097,0,0.001,12.286,0.057,N/A for summer
SPAV,Spango Valley,S6,S,25.536,19.876,17.43533005,0.008,1.037,0.857,0.064,0,0,0.006,N/A for summer
SPEN_1,Spennymoor,Q7,Q,108.198,-29.695,-42.51724025,50.07,29.525,78.178,1.341,24.828,17.516,0.13,N/A for summer
SANX,St Andrews Cross,S6,S,24.732,-10.4,-11.74968909,0,0,0,0,0,0,0,N/A for summer
SFEG_P,St Fergus Gas Terminal,T2,T,3.244,3.715,2.784870632,0,0,18.14,0,0,0,0,N/A for summer
SFIL_P,St Fillans,T4,T,0.106,0.841,0.074644083,0.002,0.283,0,7.262,0,0,0.002,N/A for summer
SJOW_1,St John's Wood,A7,A,408.23,148.833,-27.23958609,0.022,2.762,0,0,25.692,0,0.017,N/A for summer
SASA,St. Asaph,M6,M,0.326,0,0,0,0,0,0,0,0,0,N/A for summer
STAL_1,Stalybridge,N7,N,168.395,-9.037,-11.78224169,28.711,29.208,0.112,0.141,76.053,10.004,0.161,N/A for summer
STAH_1,Stanah,R4,R,66.391,-13.339,-13.63587877,0.109,19.475,0.63,0,1.184,0,0.083,N/A for summer
STAY_1,Staythorpe,K5,K,185.718,10.152,-17.07378536,0.278,191.787,6.694,0,60.357,0,0.211,N/A for summer
STEN_1,Stella North,Q5,Q,104.332,18.138,2.358049323,0.156,11.852,0.003,0,33.09,0.02,0.073,N/A for summer
STES_1,Stella South,Q5,Q,133.01,-23.548,-41.23130952,0.229,33.336,29.271,0.221,8.51,0,0.174,N/A for summer
STIR,Stirling,S5,S,77.252,-8.627,-13.8257783,0.102,12.697,22.59,0.433,16.35,0,0.078,N/A for summer
SBAR,Stoke Bardolph,L7,L,108.75,-23.232,-30.57290928,1.534,63.888,3.814,0.581,38.619,0.456,0.178,N/A for summer
STHA,Strathaven,S6,S,32.141,26.626,21.55255001,0.017,2.087,14.441,0.099,0,0,0.013,N/A for summer
STLE,Strathleven,S5,S,11.372,2.695,-1.974678493,0.043,5.282,0.152,2.966,7.851,0,0.032,N/A for summer
STRI_P,Strichen,T2,T,0.125,-0.773,-0.880994531,0,4.7,19.81,0,0,0,0,N/A for summer
SUND_1,Sundon,D4,D,253.36,47.027,-51.05617832,12.971,163.45,6.568,0.046,137.671,4.444,0.236,N/A for summer
SWAN_1,Swansea North,H6,H,340.076,43.531,-6.129750808,1.613,272.393,254.812,8.943,146.275,0.351,0.466,N/A for summer
TARL_P,Tarland,T2,T,2.482,-0.177,-0.940409616,0.014,6.678,9.255,2.519,0,0,0.011,N/A for summer
TAUN1,Taunton,E8,E,68.936,-3.771,-3.771,34.773,88.259,0.151,0.151,31.177,12.138,0.147,N/A for summer
TAYN_P,Taynuilt,T3,T,8.202,1.49,0.864664021,0.022,2.667,10.901,28.461,0,0,0.016,N/A for summer
TELR,Telford Road,S6,S,19,0.61,-1.530631574,0.01,1.234,0,0,1.58,0,0.008,N/A for summer
TEMP_3,Templeborough,P3,P,3.095,10.807,10.43936879,0,0,0,0,1,0,0,N/A for summer
THOM_6,Thorpe Marsh,P6,P,79.304,-10.386,-10.8978719,0.456,76.872,1.719,0.116,7.603,0,0.346,N/A for summer
THUR_6,Thurcroft,P3,P,76.453,5.007,-0.164620982,50.155,19.202,24.757,0.308,86.656,17.551,0.118,N/A for summer
THSO_P,Thurso,T5,T,22.814,14.42,11.15868564,3.034,4.201,71.307,0.139,19.796,1.053,0.026,N/A for summer
TILBB_1,Tilbury,C1,C,64.25,21.649,11.62862065,28.081,28.414,9.2,0,78.129,9.829,0.062,N/A for summer
TONG,Tongland,S6,S,15.315,-2.28,-2.28,0.029,3.591,4.7,1.337,0.625,0,0.022,N/A for summer
TOTT_1,Tottenham,A1,A,148.278,57.147,-47.81956447,0.079,9.751,0,0.256,92.177,0,0.06,N/A for summer
TRAW_1,Trawsfynydd,M7,M,116.237,-16.978,-16.978,0.116,26.453,156.696,12.055,1.954,0,0.088,N/A for summer
TUMB_P,Tummel Bridge,T4,T,0.355,5.564,4.206182352,0.013,1.656,0.557,18.527,0,0,0.01,N/A for summer
TYNE_1,Tynemouth 1,Q4,Q,74.049,9.99,-30.7790802,0,0,0,0,0,0,0,N/A for summer
TYNE_2,Tynemouth 2,Q4,Q,17.192,-6.114,-6.558353925,25.153,18.927,0.006,0,23.316,8.776,0.116,N/A for summer
UPPB_1,Upper Boat 132kV,H2,H,126.126,-0.876,-6.924199243,0.197,45.075,65.477,0.776,108.764,0,0.15,N/A for summer
UPPB_3,Upper Boat 33kV,H2,H,36.245,-1.119,-1.82669246,0,20.22,0,0,0,0,0,N/A for summer
USKM_1,Uskmouth,H2,H,146.935,-3.172,-21.18432836,0.243,183.73,28.189,0.045,37.622,0,0.184,N/A for summer
WALH_1,Walham,G1,G,238.622,135.461,79.33610993,6.988,77.913,0.028,0.008,49.701,2.357,0.204,N/A for summer
WABO,Walney 2,R4,R,63.802,2.189,0.265755039,0,0,0,0,0,0,0,N/A for summer
WALP_1,Walpole (_A),J1,J,237.66,25.376,-0.600355672,10.722,287.359,213.511,0,126.458,3.51,0.549,N/A for summer
WALP_B,Walpole (_B),J1,J,225.555,4.783,-2.983919558,0.445,132.607,20.578,0,89.618,0,0.338,N/A for summer
WARL_1,Warley,C6,C,103.645,81.17,-15.85146378,0.093,16.492,1.62,0.424,68.153,0,0.071,N/A for summer
WASF_1,Washway Farm,N1,N,62.511,18.25,2.761139078,49.922,9.323,2.312,0,68.58,17.516,0.017,N/A for summer
WATFS_1,Watford South,A6,A,149.607,65.644,1.079331828,0.134,16.595,0.243,0,4.212,0,0.102,N/A for summer
WBOL_6,West Boldon,Q4,Q,106.24,16.941,1.849411229,6.71,28.033,6.259,0,1.038,2.301,0.114,N/A for summer
WBUR_1,West Burton,K6,K,137.83,1.152,-0.973413561,12.376,109.182,3.404,0,35.619,4.212,0.286,N/A for summer
WGEO,West George Street,S5,S,37.813,-7.23,-9.805037121,0,0,0,0,6,0,0,N/A for summer
WHAM_1,West Ham,A1,A,159.8806,56.55,-106.8513849,2.923,9.041,0.006,0.465,45.059,1,0.055,N/A for summer
WMEL_1,West Melton,P3,P,308.445,-12.991,-47.93206749,61.447,30.634,76.583,1.862,176.386,21.483,0.188,N/A for summer
WTHU31,West Thurrock,A1,A,25.875,13.676,2.466799583,0.024,2.996,0,0,21.45,0,0.018,N/A for summer
WWEY_1,West Weybridge,A8,A,179.365,28.912,-23.46518781,6.221,30.733,0,0.041,7.317,2.106,0.168,N/A for summer
WFIE,Westfield,S5,S,18.217,-0.789,-2.00415356,0.017,2.05,20.267,0,12.18,0,0.013,N/A for summer
WHGA_1,Whitegate,N4,N,187.827,57.072,-26.33876194,20.215,26.623,0.075,0,52.092,7.021,0.163,N/A for summer
WHHO,Whitehouse,S6,S,35.684,-0.755,-3.903810187,0.012,1.494,0,0.006,0.003,0,0.009,N/A for summer
WIEN_1,Willenhall,L2,L,56.755,19.093,-11.9969572,8.211,17.465,0.003,0,34.935,2.832,0.107,N/A for summer
WISD_1,Willesden 132kV,A7,A,128.731,40.581,-16.05542566,0.009,1.071,0.004,0,0.932,0,0.007,N/A for summer
WISD_6,Willesden 66kV,A7,A,34.536,2.026,-5.349049457,0.022,2.784,0,0,2.406,0,0.017,N/A for summer
WILL_1,Willington,L5,L,300.119,78.992,32.60824413,0.462,101.321,24.139,0.856,110.705,0,0.351,N/A for summer
WIOW_P,Willowdale,T2,T,13.75,-3.406,-4.593008854,0.003,0.364,0,2.66,0,0,0.002,N/A for summer
WIMBN1,Wimbledon North,A4,A,53.508,7.645,-14.2657328,0,0,0,0,0,0,0,N/A for summer
WIMBS1,Wimbledon South,A4,A,267.682,27.762,-74.34941343,0.112,13.839,0.004,0.116,24.179,0,0.085,N/A for summer
WIBA_3,Wincobank,P3,P,27.794,-4.637,-6.145170534,0,0,0,0,43.204,0,0,N/A for summer
WISH,Wishaw,S6,S,37.893,3.766,-1.750371136,0.037,4.62,22.233,0,20,0,0.028,N/A for summer
WOHI_P,Woodhill,T2,T,16.129,-3.032,-3.482433579,0.032,4.015,0,0,9.981,0,0.025,N/A for summer
WYLF_1,Wylfa,M8,M,24.819,38.681,-0.780707172,0.038,34.561,40.688,0,3.05,0,0.029,N/A for summer
WYMOM_1,Wymondley,D5,D,66.839,38.422,-9.951357515,0.17,58.713,21.058,0,46.011,0,0.129,N/A for summer
G_EXTRA_1,Dumfries 11,S6,S,0,0,0,0.018,2.264,0.107,0.301,0.876,0,0.014,N/A for summer
G_EXTRA_2,Dumfries 33,S6,S,59.174,122.832,116.1569832,0.018,2.264,19.307,0.301,1.876,0,0.014,N/A for summer
G_EXTRA_3,Dumfries ICI,S6,S,15.749,14.703,12.90628746,0.018,2.264,0.107,0.301,0.876,0,0.014,N/A for summer
G_EXTRA_4,Grangemouth A,S6,S,35.395,-0.086,-2.653882549,0.017,2.055,1.105,0,20.901,0,0.013,N/A for summer
G_EXTRA_5,Grangemouth C,S6,S,20.239,2.437,0.32453529,0.017,2.055,1.105,0,0.001,0,0.013,N/A for summer
G_EXTRA_6,Kilbowie 11,S5,S,1.876,-2.247,-2.247,0.008,0.995,0,0,0,0,0.006,N/A for summer
G_EXTRA_7,Kilbowie 33,S5,S,20.185,5.013,3.477405442,0.008,0.995,0,0,0,0,0.006,N/A for summer
G_EXTRA_8,Saltcoats A,S6,S,71.151,6.355,-0.184884881,0.023,2.834,54.274,1.181,1.2,0,0.017,N/A for summer
G_EXTRA_9,Saltcoats B,S6,S,11.277,-0.397,-2.557677683,0.023,2.834,46.374,1.181,2.8,0,0.017,N/A for summer
G_EXTRA_10,Crookston A,S6,S,10.378,1.394,-1.586976168,0.008,0.952,1.669,0,0,0,0.006,N/A for summer
G_EXTRA_11,Crookston B,S6,S,16.71,7.581,3.962559896,0.008,0.952,24.299,0,0,0,0.006,N/A for summer
G_EXTRA_12,Shetland,T5,T,0,0,0,0,0,49.47,0,10.17,0,0,N/A for summer
ROTI3,Rothienorman,T2,T,4.66072365,0.345,0.345,0,0,36.375,0,0,0,0,N/A for summer
G_EXTRA_14,Finstown,T5,T,0,0,0,0,0,0,0,0,0,0,N/A for summer
G_EXTRA_15,Lesmahagow,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
G_EXTRA_16,Moffat,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
DUNB_A,Dunbar A,S6,S,30.67981,-3.85,-3.85,0,0,0,0,0,0,0,N/A for summer
DUNB_B,Dunbar B ,S6,S,12.53119,-1.573,-1.573,0.03,3.696,15.753,0,5.5,0,0.023,N/A for summer
T_ELSTR-1,Elstree NR,A6,A,11.271,3.288,3.288,0,0,0,0,0,0,0,N/A for summer
T_BUSH_RTK,Bushey NR,A6,A,15.748,6.336,6.336,0,0,0,0,0,0,0,N/A for summer
T_CORM_RTK,Correy's Mill NR,D5,D,19.898,8.006,8.006,0,0,0,0,0,0,0,N/A for summer
T_LBUZ_RTK,LEIGHTON BUZZARD NR,D4,D,25.849,10.401,10.401,0,0,0,0,0,0,0,N/A for summer
T_LONGB-RTK,Long Buckby Wharf NR,L3,L,15.304,6.158,6.158,0,0,0,0,0,0,0,N/A for summer
T_PATB_RTK,Patford Bridge NR,L3,L,8.359,3.363,3.363,0,0,0,0,0,0,0,N/A for summer
M_ACTLLU_C,LU Acton Lane Supply,A7,A,8.499,3.42,3.42,0,0,0,0,0,0,0,N/A for summer
T_BARK-CTRL,Barking Chnl Tunnel RLink,A1,A,26.502,10.664,10.664,0,0,0,0,0,0,0,N/A for summer
T_BARK_NR,Barking NR,A1,A,4.283,1.723,1.723,0,0,0,0,0,0,0,N/A for summer
T_ANGLD-1,Anglesey Aluminium Demand,M8,M,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_FROD_NR,Frodsham NR,N3,N,8.626,3.471,3.471,0,0,0,0,0,0,0,N/A for summer
T_CASKD-1,Castner Kellner,N3,N,116.677,34.031,34.031,0,0,0,0,0,0,0,N/A for summer
T_BRER_RTK,Brereton NR,L5,L,17.226,6.931,6.931,0,0,0,0,0,0,0,N/A for summer
T_POPP_3RTK,Poppleton NR,P2,P,3.69,1.485,1.485,0,0,0,0,0,0,0,N/A for summer
T_WILCT-1,ETOL - Wilton Site,Q2,Q,2.3,0.671,0.671,0,0,0,0,0,0,0,N/A for summer
M_GRTO,BS Grangetown Supply,Q2,Q,7.485,2.183,2.183,0,0,0,0,0,0,0,N/A for summer
T_TODSD-1,BS Tod Point Supply,Q2,Q,8.12,2.368,2.368,0,0,0,0,0,0,0,N/A for summer
T_HARK_NR,Harker NR,Q8,Q,5.288,2.128,2.128,0,0,0,0,0,0,0,N/A for summer
T_OXEN_NR,Oxenholme NR,R6,R,8.166,3.286,3.286,0,0,0,0,0,0,0,N/A for summer
T_FOXJD-1,Didcot - Foxhall 1,D6,D,5.495,2.211,2.211,0,0,0,0,0,0,0,N/A for summer
T_FOXJD-2,Didcot - Foxhall 2,D6,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_GLNG,Grain LNG Terminal,C3,C,13.1,3.821,3.821,0,0,0,0,0,0,0,N/A for summer
T_SELL-1,Sellindge NR,C4,C,14.572,5.863,5.863,0,0,0,0,0,0,0,N/A for summer
T_SINGL1,Singlewell NR,C2,C,8.832,3.554,3.554,0,0,0,0,0,0,0,N/A for summer
T_BAGED-1,Baglan Energy Park,H1,H,8.643,2.521,2.521,0,0,0,0,0,0,0,N/A for summer
T_LLWSD-1,Llanwern Steelworks,H2,H,17.188,5.013,5.013,0,0,0,0,0,0,0,N/A for summer
T__KYELT003,ASW Tremorfa,H2,H,66.116,19.284,19.284,0,0,0,0,0,0,0,N/A for summer
T__MYELT001,Corus Aldwarke,P3,P,71.721,20.919,20.919,0,0,0,0,0,0,0,N/A for summer
M_TEMP,BOC Brinsworth Supply,P3,P,18.833,5.493,5.493,0,0,0,0,0,0,0,N/A for summer
T_TINSD-1,Tinsley Park Steelworks,P3,P,42.484,12.391,12.391,0,0,0,0,0,0,0,N/A for summer
T_KSGND-1,Kensal Green Crossrail,A7,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_KSGND-2,Kensal Green Crossrail,A7,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T__HYELT002,UKAEA Culham Jet,D6,D,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_THNJD-1,Thingley Junction 1,G6,G,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_THNJD-2,Thingley Junction 2,G6,G,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_SGGLD-1,Saint Gobain,P6,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_RYHAD-1,Essendine 1,J7,J,1.499,0.603,0.603,0,0,0,0,0,0,0,N/A for summer
T_RYHAD-2,Essendine 2,J7,J,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_PUDMD-1,Pudding Mill Lane 1,A1,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_PUDMD-2,Pudding Mill Lane 2,A1,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_HPC-CES,HPC construction supply,E7,E,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_ALUKD-1,Air Liquide,P6,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_BPGRD-1,Grangemouth B (BP),S6,S,87.495,59.577,59.577,0,0,0,0,0,0,0,N/A for summer
T_BPGRD-2,Grangemouth B (BP),S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_MEADD-1,Meadowhead (Caledonian Paper),S6,S,20.484,6.346,6.346,0,0,0,0,0,0,0,N/A for summer
T_EXMOSSD-1,Mossmoran Exxon,S5,S,12.597,8.022,8.022,0,0,0,0,0,0,0,N/A for summer
T_WHISTLD-1,MOD Harestanes Whistlefield,S5,S,25,6.496,6.496,0,0,0,0,0,0,0,N/A for summer
T_BAGTD-1,Bathgate (Network Rail),S5,S,3.649,1.14,1.14,0,0,0,0,0,0,0,N/A for summer
T_DALRD-1,Dalreoch (Network Rail),S5,S,5.128,3.057,3.057,0,0,0,0,0,0,0,N/A for summer
T_ECCFD-1,Ecclefechan (Network Rail),S6,S,2.559,0.427,0.427,0,0,0,0,0,0,0,N/A for summer
T_EGLSD-1,Eglington  Street (Network Rail),S6,S,8.984,1.65,1.65,0,0,0,0,0,0,0,N/A for summer
T_ELVAD-1,Elvanfoot (Network Rail),S6,S,5.471,1.824,1.824,0,0,0,0,0,0,0,N/A for summer
T_GOWKD-1,Gowkthrapple (Network Rail),S6,S,7.953,0.782,0.782,0,0,0,0,0,0,0,N/A for summer
T_INWID-1,Innerwick (Network Rail),S6,S,3.453,2.245,2.245,0,0,0,0,0,0,0,N/A for summer
T_MARMD-1,Marshall Meadows (Network Rail),S6,S,2.735,1.709,1.709,0,0,0,0,0,0,0,N/A for summer
T_MOSED-1,Mossmorran Shell,S5,S,20.752,11.729,11.729,0,0,0,0,0,0,0,N/A for summer
T_PARHD-1,Carntyne / Parkhead (Network Rail),S6,S,4.066,2.44,2.44,0,0,0,0,0,0,0,N/A for summer
T_POOBD-1,Portobello (Network Rail),S6,S,4.291,2.239,2.239,0,0,0,0,0,0,0,N/A for summer
T_PORGD-1,Port Glasgow (Network Rail),S6,S,1.511,0.324,0.324,0,0,0,0,0,0,0,N/A for summer
T_SACOD-1,Saltcoats / South Beach (Network Rail),S6,S,3.964,0.305,0.305,0,0,0,0,0,0,0,N/A for summer
T_GNHLD-1,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_GNHLD-2,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_GNHLD-3,Bonnybridge (Network Rail),S5,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_CHAPD-1,Chapelcross Directs,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_RAVED-1,Ravenscraig B (BSC),S6,S,2.966,0.415,0.415,0,0,0,0,0,0,0,N/A for summer
T_SFGSD-1,St Fergus Compressor,T2,T,25,16.5,16.5,0,0,0,0,0,0,0,N/A for summer
T_SFGSD-2,St Fergus Compressor,T2,T,21,13.86,13.86,0,0,0,0,0,0,0,N/A for summer
T_STFERGD-1,St. Fergus Mobil,T2,T,8.184,2.728,2.728,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_2,Hydrogen-SMR-1,T2,T,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_3,Hydrogen-SMR-2,P6,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_4,Hydrogen-SMR-3,N3,N,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_5,Hydrogen-SMR-4,P8,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_6,Hydrogen-SMR-5,C4,C,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_7,Hydrogen-SMR-6,P4,P,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_8,Hydrogen-SMR-7,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_9,Hydrogen-SMR-8,S5,S,5,1.458,1.458,0,0,0,0,0,0,0,N/A for summer
B_EXTRA_10,Currie Feeder Station NR,S6,S,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_NWCRS-1,New Cross 1,A4,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_NWCRS-2,New Cross 2,A4,A,0,0,0,0,0,0,0,0,0,0,N/A for summer
T_IMPRK-1,Imperial Park 1,H6,H,0,0,0,0,0,0,0,0,0,0,N/A for summer
